P0  (kPa),error on pressure,Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3)
101.6,0.2,0.017622,1.00E-06,1.6,0.002,0.0093008,8.00E-06
