Set,Run #1,Run #1,Run #1,Run #1,Run #1
Internal Pressure P1 (kPa),Time (s),Internal Pressure P0 (kPa),Ambient Pressure (kPa),Differential Pressure₁₋₂ (kPa),Calc1 (units)
,905.6,114.71,99.92,14.8,114.71
,905.8,114.72,99.91,14.8,114.72
,906,114.72,99.92,14.8,114.72
,906.2,114.71,99.92,14.8,114.71
,906.4,114.72,99.92,14.8,114.72
,906.6,114.72,99.92,14.8,114.72
,906.8,114.72,99.92,14.8,114.72
,907,114.71,99.92,14.8,114.71
,907.2,114.72,99.92,14.8,114.72
,907.4,114.72,99.92,14.8,114.72
,907.6,114.71,99.92,14.8,114.71
,907.8,114.71,99.92,14.8,114.71
,908,114.72,99.92,14.8,114.72
,908.2,114.72,99.92,14.8,114.72
,908.4,114.72,99.92,14.8,114.72
,908.6,114.72,99.92,14.8,114.72
,908.8,114.71,99.92,14.8,114.71
,909,114.71,99.92,14.8,114.71
,909.2,114.71,99.92,14.8,114.71
,909.4,114.72,99.92,14.8,114.72
,909.6,114.72,99.92,14.8,114.72
,909.8,114.71,99.92,14.8,114.71
,910,114.72,99.92,14.8,114.72
,910.2,114.72,99.92,14.8,114.72
,910.4,114.72,99.92,14.8,114.72
,910.6,114.72,99.92,14.8,114.72
,910.8,114.71,99.92,14.8,114.71
,911,114.71,99.92,14.8,114.71
,911.2,114.72,99.92,14.8,114.72
,911.4,114.71,99.92,14.8,114.71
,911.6,114.71,99.92,14.8,114.71
,911.8,114.71,99.92,14.79,114.71
,912,114.71,99.92,14.8,114.71
,912.2,114.71,99.92,14.79,114.71
,912.4,114.71,99.92,14.79,114.71
,912.6,114.71,99.92,14.79,114.71
,912.8,114.71,99.92,14.79,114.71
,913,114.71,99.92,14.79,114.71
,913.2,114.71,99.92,14.79,114.71
,913.4,114.71,99.92,14.79,114.71
,913.6,114.71,99.92,14.79,114.71
,913.8,114.71,99.92,14.79,114.71
,914,114.71,99.92,14.79,114.71
,914.2,114.71,99.92,14.79,114.71
,914.4,114.71,99.92,14.79,114.71
,914.6,114.71,99.92,14.79,114.71
,914.8,114.71,99.92,14.8,114.71
,915,114.71,99.92,14.8,114.71
,915.2,114.71,99.92,14.79,114.71
,915.4,114.71,99.92,14.79,114.71
,915.6,114.71,99.92,14.8,114.71
,915.8,114.71,99.92,14.79,114.71
,916,114.71,99.92,14.79,114.71
,916.2,114.71,99.92,14.79,114.71
,916.4,114.71,99.92,14.79,114.71
,916.6,114.71,99.92,14.79,114.71
,916.8,114.71,99.92,14.79,114.71
,917,114.71,99.92,14.79,114.71
,917.2,114.71,99.92,14.79,114.71
,917.4,114.71,99.92,14.79,114.71
,917.6,114.71,99.92,14.79,114.71
,917.8,114.71,99.92,14.79,114.71
,918,114.71,99.92,14.79,114.71
,918.2,114.71,99.92,14.79,114.71
,918.4,114.71,99.92,14.79,114.71
,918.6,114.71,99.92,14.79,114.71
,918.8,114.71,99.92,14.79,114.71
,919,114.71,99.92,14.79,114.71
,919.2,114.71,99.92,14.79,114.71
,919.4,114.71,99.92,14.79,114.71
,919.6,114.71,99.92,14.79,114.71
,919.8,114.71,99.92,14.79,114.71
,920,114.71,99.92,14.79,114.71
,920.2,114.71,99.92,14.79,114.71
,920.4,114.71,99.92,14.79,114.71
,920.6,114.71,99.92,14.79,114.71
,920.8,114.71,99.92,14.79,114.71
,921,114.71,99.92,14.79,114.71
,921.2,114.71,99.92,14.79,114.71
,921.4,114.71,99.92,14.79,114.71
,921.6,114.71,99.92,14.79,114.71
,921.8,114.71,99.92,14.79,114.71
,922,114.71,99.92,14.79,114.71
,922.2,114.71,99.92,14.79,114.71
,922.4,114.71,99.92,14.8,114.71
,922.6,114.71,99.92,14.8,114.71
,922.8,114.71,99.92,14.8,114.71
,923,114.71,99.92,14.79,114.71
,923.2,114.71,99.92,14.79,114.71
,923.4,114.72,99.92,14.8,114.72
,923.6,114.72,99.92,14.8,114.72
,923.8,114.71,99.92,14.8,114.71
,924,114.71,99.92,14.8,114.71
,924.2,114.71,99.92,14.79,114.71
,924.4,114.71,99.92,14.79,114.71
,924.6,114.71,99.92,14.8,114.71
,924.8,114.71,99.92,14.8,114.71
,925,114.71,99.92,14.8,114.71
,925.2,114.72,99.92,14.79,114.72
,925.4,114.72,99.92,14.8,114.72
,925.6,114.71,99.92,14.8,114.71
,925.8,114.72,99.92,14.8,114.72
,926,114.71,99.92,14.8,114.71
,926.2,114.71,99.92,14.79,114.71
,926.4,114.72,99.92,14.8,114.72
,926.6,114.71,99.92,14.8,114.71
,926.8,114.71,99.92,14.8,114.71
,927,114.71,99.92,14.79,114.71
,927.2,114.72,99.92,14.8,114.72
,927.4,114.71,99.92,14.79,114.71
,927.6,114.71,99.92,14.8,114.71
,927.8,114.71,99.92,14.8,114.71
,928,114.71,99.92,14.8,114.71
,928.2,114.72,99.92,14.8,114.72
,928.4,114.71,99.92,14.8,114.71
,928.6,114.71,99.92,14.79,114.71
,928.8,114.72,99.92,14.8,114.72
,929,114.72,99.92,14.8,114.72
,929.2,114.71,99.92,14.79,114.71
,929.4,114.71,99.92,14.8,114.71
,929.6,114.71,99.92,14.8,114.71
,929.8,114.71,99.92,14.79,114.71
,930,114.71,99.92,14.8,114.71
,930.2,114.71,99.92,14.8,114.71
,930.4,114.71,99.92,14.8,114.71
,930.6,114.72,99.92,14.8,114.72
,930.8,114.71,99.92,14.8,114.71
,931,114.71,99.92,14.8,114.71
,931.2,114.71,99.92,14.79,114.71
,931.4,114.71,99.92,14.79,114.71
,931.6,114.71,99.92,14.8,114.71
,931.8,114.71,99.92,14.79,114.71
,932,114.71,99.92,14.8,114.71
,932.2,114.71,99.92,14.79,114.71
,932.4,114.71,99.92,14.8,114.71
,932.6,114.71,99.92,14.8,114.71
,932.8,114.71,99.92,14.8,114.71
,933,114.71,99.92,14.8,114.71
,933.2,114.71,99.92,14.79,114.71
,933.4,114.71,99.92,14.8,114.71
,933.6,114.71,99.92,14.8,114.71
,933.8,114.71,99.92,14.8,114.71
,934,114.71,99.92,14.79,114.71
,934.2,114.71,99.92,14.79,114.71
,934.4,114.71,99.92,14.79,114.71
,934.6,114.71,99.92,14.79,114.71
,934.8,114.71,99.92,14.8,114.71
,935,114.71,99.92,14.8,114.71
,935.2,114.71,99.92,14.8,114.71
,935.4,114.71,99.91,14.8,114.71
,935.6,114.71,99.92,14.8,114.71
,935.8,114.71,99.91,14.8,114.71
,936,114.71,99.91,14.8,114.71
,936.2,114.71,99.92,14.8,114.71
,936.4,114.71,99.92,14.79,114.71
,936.6,114.71,99.91,14.8,114.71
,936.8,114.71,99.91,14.8,114.71
,937,114.71,99.91,14.8,114.71
,937.2,114.71,99.92,14.8,114.71
,937.4,114.71,99.92,14.8,114.71
,937.6,114.71,99.92,14.8,114.71
,937.8,114.71,99.92,14.8,114.71
,938,114.71,99.92,14.8,114.71
,938.2,114.71,99.92,14.79,114.71
,938.4,114.71,99.92,14.79,114.71
,938.6,114.71,99.92,14.8,114.71
,938.8,114.71,99.92,14.8,114.71
,939,114.71,99.92,14.8,114.71
,939.2,114.71,99.92,14.8,114.71
,939.4,114.71,99.92,14.79,114.71
,939.6,114.71,99.92,14.79,114.71
,939.8,114.71,99.92,14.8,114.71
,940,114.71,99.92,14.8,114.71
,940.2,114.71,99.92,14.8,114.71
,940.4,114.71,99.92,14.79,114.71
,940.6,114.71,99.92,14.8,114.71
,940.8,114.72,99.92,14.8,114.72
,941,114.71,99.92,14.79,114.71
,941.2,114.71,99.92,14.8,114.71
,941.4,114.71,99.92,14.79,114.71
,941.6,114.71,99.92,14.8,114.71
,941.8,114.71,99.92,14.8,114.71
,942,114.71,99.92,14.8,114.71
,942.2,114.72,99.92,14.8,114.72
,942.4,114.71,99.92,14.8,114.71
,942.6,114.71,99.92,14.8,114.71
,942.8,114.71,99.92,14.8,114.71
,943,114.72,99.91,14.8,114.72
,943.2,114.71,99.92,14.8,114.71
,943.4,114.71,99.92,14.8,114.71
,943.6,114.71,99.91,14.8,114.71
,943.8,114.71,99.92,14.8,114.71
,944,114.71,99.91,14.8,114.71
,944.2,114.71,99.91,14.8,114.71
,944.4,114.71,99.92,14.8,114.71
,944.6,114.71,99.92,14.8,114.71
,944.8,114.71,99.92,14.8,114.71
,945,114.71,99.91,14.8,114.71
,945.2,114.71,99.92,14.8,114.71
,945.4,114.71,99.92,14.8,114.71
,945.6,114.71,99.92,14.8,114.71
,945.8,114.71,99.92,14.8,114.71
,946,114.71,99.92,14.8,114.71
,946.2,114.71,99.92,14.8,114.71
,946.4,114.71,99.91,14.8,114.71
,946.6,114.71,99.92,14.79,114.71
,946.8,114.71,99.92,14.8,114.71
,947,114.71,99.92,14.8,114.71
,947.2,114.71,99.92,14.8,114.71
,947.4,114.71,99.92,14.8,114.71
,947.6,114.71,99.92,14.8,114.71
,947.8,114.72,99.92,14.8,114.72
,948,114.71,99.92,14.79,114.71
,948.2,114.71,99.92,14.8,114.71
,948.4,114.71,99.92,14.8,114.71
,948.6,114.71,99.92,14.8,114.71
,948.8,114.71,99.92,14.8,114.71
,949,114.71,99.92,14.8,114.71
,949.2,114.71,99.92,14.8,114.71
,949.4,114.71,99.92,14.8,114.71
,949.6,114.71,99.92,14.8,114.71
,949.8,114.71,99.92,14.79,114.71
,950,114.71,99.92,14.8,114.71
,950.2,114.71,99.92,14.79,114.71
,950.4,114.71,99.92,14.79,114.71
,950.6,114.71,99.92,14.79,114.71
,950.8,114.71,99.92,14.79,114.71
,951,114.71,99.92,14.8,114.71
,951.2,114.71,99.92,14.79,114.71
,951.4,114.71,99.92,14.8,114.71
,951.6,114.71,99.92,14.79,114.71
,951.8,114.71,99.92,14.79,114.71
,952,114.71,99.92,14.79,114.71
,952.2,114.71,99.92,14.79,114.71
,952.4,114.71,99.92,14.8,114.71
,952.6,114.71,99.92,14.79,114.71
,952.8,114.71,99.92,14.79,114.71
,953,114.71,99.92,14.79,114.71
,953.2,114.71,99.92,14.79,114.71
,953.4,114.71,99.92,14.79,114.71
,953.6,114.71,99.92,14.79,114.71
,953.8,114.71,99.92,14.79,114.71
,954,114.71,99.92,14.79,114.71
,954.2,114.71,99.92,14.79,114.71
,954.4,114.71,99.92,14.79,114.71
,954.6,114.71,99.92,14.79,114.71
,954.8,114.71,99.92,14.79,114.71
,955,114.71,99.92,14.79,114.71
,955.2,114.71,99.92,14.79,114.71
,955.4,114.71,99.92,14.79,114.71
,955.6,114.71,99.92,14.79,114.71
,955.8,114.71,99.92,14.79,114.71
,956,114.71,99.92,14.79,114.71
,956.2,114.71,99.92,14.79,114.71
,956.4,114.71,99.92,14.79,114.71
,956.6,114.71,99.92,14.79,114.71
,956.8,114.71,99.92,14.79,114.71
,957,114.71,99.92,14.79,114.71
,957.2,114.71,99.92,14.79,114.71
,957.4,114.71,99.92,14.79,114.71
,957.6,114.71,99.92,14.79,114.71
,957.8,114.71,99.92,14.79,114.71
,958,114.71,99.92,14.79,114.71
,958.2,114.71,99.92,14.79,114.71
,958.4,114.71,99.92,14.8,114.71
,958.6,114.71,99.92,14.79,114.71
,958.8,114.71,99.92,14.8,114.71
,959,114.71,99.92,14.79,114.71
,959.2,114.72,99.92,14.79,114.72
,959.4,114.71,99.92,14.79,114.71
,959.6,114.71,99.92,14.79,114.71
,959.8,114.71,99.92,14.79,114.71
,960,114.71,99.92,14.79,114.71
,960.2,114.71,99.92,14.79,114.71
,960.4,114.71,99.92,14.79,114.71
,960.6,114.71,99.92,14.79,114.71
,960.8,114.71,99.92,14.79,114.71
,961,114.71,99.92,14.79,114.71
,961.2,114.71,99.92,14.79,114.71
,961.4,114.71,99.92,14.79,114.71
,961.6,114.71,99.92,14.79,114.71
,961.8,114.71,99.92,14.79,114.71
,962,114.71,99.92,14.79,114.71
,962.2,114.71,99.92,14.79,114.71
,962.4,114.71,99.92,14.79,114.71
,962.6,114.71,99.92,14.79,114.71
,962.8,114.71,99.92,14.79,114.71
,963,114.71,99.92,14.79,114.71
,963.2,114.71,99.92,14.79,114.71
,963.4,114.71,99.92,14.79,114.71
,963.6,114.71,99.92,14.79,114.71
,963.8,114.71,99.92,14.8,114.71
,964,114.71,99.92,14.79,114.71
,964.2,114.71,99.92,14.79,114.71
,964.4,114.71,99.92,14.79,114.71
,964.6,114.71,99.92,14.79,114.71
,964.8,114.71,99.92,14.79,114.71
,965,114.71,99.92,14.79,114.71
,965.2,114.71,99.92,14.79,114.71
,965.4,114.71,99.92,14.79,114.71
,965.6,114.71,99.92,14.79,114.71
,965.8,114.71,99.92,14.79,114.71
,966,114.71,99.92,14.79,114.71
,966.2,114.71,99.92,14.79,114.71
,966.4,114.71,99.92,14.79,114.71
,966.6,114.71,99.92,14.79,114.71
,966.8,114.71,99.92,14.79,114.71
,967,114.71,99.92,14.79,114.71
,967.2,114.71,99.92,14.79,114.71
,967.4,114.71,99.92,14.79,114.71
,967.6,114.71,99.92,14.79,114.71
,967.8,114.71,99.92,14.79,114.71
,968,114.71,99.92,14.79,114.71
,968.2,114.71,99.92,14.79,114.71
,968.4,114.71,99.92,14.79,114.71
,968.6,114.71,99.92,14.79,114.71
,968.8,114.71,99.92,14.79,114.71
,969,114.71,99.92,14.79,114.71
,969.2,114.71,99.92,14.79,114.71
,969.4,114.71,99.92,14.8,114.71
,969.6,114.71,99.92,14.79,114.71
,969.8,114.71,99.92,14.79,114.71
,970,114.71,99.92,14.79,114.71
,970.2,114.71,99.92,14.79,114.71
,970.4,114.71,99.92,14.79,114.71
,970.6,114.71,99.92,14.79,114.71
,970.8,114.71,99.92,14.79,114.71
,971,114.71,99.92,14.79,114.71
,971.2,114.71,99.92,14.79,114.71
,971.4,114.71,99.92,14.79,114.71
,971.6,114.71,99.92,14.79,114.71
,971.8,114.72,99.92,14.8,114.72
,972,114.71,99.92,14.79,114.71
,972.2,114.71,99.92,14.79,114.71
,972.4,114.71,99.92,14.79,114.71
,972.6,114.71,99.92,14.79,114.71
,972.8,114.71,99.92,14.8,114.71
,973,114.71,99.92,14.79,114.71
,973.2,114.71,99.92,14.79,114.71
,973.4,114.71,99.92,14.79,114.71
,973.6,114.71,99.92,14.79,114.71
,973.8,114.71,99.92,14.79,114.71
,974,114.71,99.92,14.79,114.71
,974.2,114.71,99.92,14.79,114.71
,974.4,114.71,99.92,14.79,114.71
,974.6,114.71,99.92,14.79,114.71
,974.8,114.71,99.92,14.79,114.71
,975,114.71,99.92,14.79,114.71
,975.2,114.71,99.92,14.8,114.71
,975.4,114.71,99.92,14.79,114.71
,975.6,114.71,99.92,14.79,114.71
,975.8,114.71,99.92,14.79,114.71
,976,114.71,99.92,14.79,114.71
,976.2,114.71,99.92,14.79,114.71
,976.4,114.71,99.92,14.79,114.71
,976.6,114.71,99.92,14.79,114.71
,976.8,114.71,99.92,14.79,114.71
,977,114.71,99.92,14.79,114.71
,977.2,114.71,99.92,14.79,114.71
,977.4,114.71,99.92,14.79,114.71
,977.6,114.71,99.92,14.79,114.71
,977.8,114.71,99.92,14.79,114.71
,978,114.71,99.92,14.79,114.71
,978.2,114.71,99.92,14.79,114.71
,978.4,114.71,99.92,14.79,114.71
,978.6,114.71,99.92,14.79,114.71
,978.8,114.71,99.92,14.79,114.71
,979,114.72,99.92,14.79,114.72
,979.2,114.71,99.92,14.79,114.71
,979.4,114.71,99.92,14.79,114.71
,979.6,114.71,99.92,14.79,114.71
,979.8,114.71,99.92,14.79,114.71
,980,114.72,99.92,14.8,114.72
,980.2,114.71,99.92,14.8,114.71
,980.4,114.72,99.92,14.8,114.72
,980.6,114.71,99.92,14.79,114.71
,980.8,114.71,99.92,14.79,114.71
,981,114.71,99.92,14.8,114.71
,981.2,114.71,99.92,14.79,114.71
,981.4,114.71,99.92,14.79,114.71
,981.6,114.71,99.92,14.8,114.71
,981.8,114.71,99.92,14.8,114.71
,982,114.71,99.92,14.79,114.71
,982.2,114.71,99.92,14.8,114.71
,982.4,114.71,99.92,14.79,114.71
,982.6,114.71,99.92,14.8,114.71
,982.8,114.71,99.92,14.79,114.71
,983,114.71,99.92,14.79,114.71
,983.2,114.71,99.92,14.8,114.71
,983.4,114.71,99.92,14.79,114.71
,983.6,114.71,99.92,14.79,114.71
,983.8,114.71,99.92,14.79,114.71
,984,114.71,99.92,14.79,114.71
,984.2,114.71,99.92,14.79,114.71
,984.4,114.71,99.92,14.79,114.71
,984.6,114.71,99.92,14.8,114.71
,984.8,114.71,99.92,14.79,114.71
,985,114.71,99.92,14.79,114.71
,985.2,114.71,99.92,14.79,114.71
,985.4,114.71,99.92,14.79,114.71
,985.6,114.71,99.92,14.79,114.71
,985.8,114.71,99.92,14.79,114.71
,986,114.71,99.92,14.79,114.71
,986.2,114.71,99.92,14.8,114.71
,986.4,114.71,99.92,14.79,114.71
,986.6,114.71,99.92,14.79,114.71
,986.8,114.71,99.92,14.79,114.71
,987,114.71,99.92,14.79,114.71
,987.2,114.71,99.92,14.79,114.71
,987.4,114.71,99.92,14.79,114.71
,987.6,114.71,99.92,14.79,114.71
,987.8,114.71,99.92,14.79,114.71
,988,114.71,99.92,14.79,114.71
,988.2,114.71,99.92,14.79,114.71
,988.4,114.72,99.92,14.8,114.72
,988.6,114.71,99.92,14.79,114.71
,988.8,114.71,99.92,14.8,114.71
,989,114.71,99.92,14.8,114.71
,989.2,114.71,99.92,14.79,114.71
,989.4,114.71,99.92,14.79,114.71
,989.6,114.71,99.92,14.79,114.71
,989.8,114.71,99.92,14.79,114.71
,990,114.71,99.92,14.79,114.71
,990.2,114.71,99.92,14.79,114.71
,990.4,114.71,99.92,14.8,114.71
,990.6,114.71,99.92,14.79,114.71
,990.8,114.71,99.92,14.79,114.71
,991,114.71,99.92,14.8,114.71
,991.2,114.72,99.92,14.8,114.72
,991.4,114.71,99.92,14.8,114.71
,991.6,114.71,99.92,14.8,114.71
,991.8,114.71,99.92,14.79,114.71
,992,114.71,99.92,14.79,114.71
,992.2,114.71,99.92,14.79,114.71
,992.4,114.71,99.92,14.79,114.71
,992.6,114.71,99.92,14.79,114.71
,992.8,114.71,99.92,14.79,114.71
,993,114.71,99.92,14.79,114.71
,993.2,114.71,99.92,14.79,114.71
,993.4,114.71,99.92,14.79,114.71
,993.6,114.71,99.92,14.79,114.71
,993.8,114.71,99.92,14.79,114.71
,994,114.71,99.92,14.79,114.71
,994.2,114.71,99.92,14.79,114.71
,994.4,114.71,99.92,14.79,114.71
,994.6,114.71,99.92,14.79,114.71
,994.8,114.71,99.92,14.79,114.71
,995,114.71,99.92,14.79,114.71
,995.2,114.71,99.92,14.79,114.71
,995.4,114.71,99.92,14.79,114.71
,995.6,114.71,99.92,14.79,114.71
,995.8,114.71,99.92,14.79,114.71
,996,114.71,99.92,14.79,114.71
,996.2,114.71,99.92,14.79,114.71
,996.4,114.71,99.92,14.79,114.71
,996.6,114.71,99.92,14.79,114.71
,996.8,114.71,99.92,14.79,114.71
,997,114.71,99.92,14.79,114.71
,997.2,114.71,99.92,14.79,114.71
,997.4,114.71,99.92,14.79,114.71
,997.6,114.71,99.92,14.79,114.71
,997.8,114.71,99.92,14.79,114.71
,998,114.71,99.92,14.79,114.71
,998.2,114.71,99.92,14.79,114.71
,998.4,114.71,99.92,14.79,114.71
,998.6,114.71,99.92,14.79,114.71
,998.8,114.71,99.92,14.79,114.71
,999,114.71,99.92,14.79,114.71
,999.2,114.71,99.92,14.79,114.71
,999.4,114.71,99.92,14.79,114.71
,999.6,114.71,99.92,14.79,114.71
,999.8,114.71,99.92,14.79,114.71
,1000,114.71,99.92,14.79,114.71
,1000.2,114.71,99.92,14.79,114.71
,1000.4,114.71,99.92,14.79,114.71
,1000.6,114.71,99.92,14.79,114.71
,1000.8,114.71,99.92,14.79,114.71
,1001,114.71,99.92,14.79,114.71
,1001.2,114.71,99.92,14.79,114.71
,1001.4,114.71,99.92,14.79,114.71
,1001.6,114.71,99.92,14.79,114.71
,1001.8,114.71,99.92,14.79,114.71
,1002,114.71,99.92,14.79,114.71
,1002.2,114.71,99.92,14.79,114.71
,1002.4,114.71,99.92,14.79,114.71
,1002.6,114.71,99.92,14.79,114.71
,1002.8,114.71,99.92,14.79,114.71
,1003,114.71,99.92,14.79,114.71
,1003.2,114.71,99.92,14.79,114.71
,1003.4,114.71,99.92,14.79,114.71
,1003.6,114.71,99.92,14.79,114.71
,1003.8,114.71,99.92,14.79,114.71
,1004,114.71,99.92,14.79,114.71
,1004.2,114.71,99.92,14.79,114.71
,1004.4,114.71,99.92,14.79,114.71
,1004.6,114.71,99.92,14.79,114.71
,1004.8,114.71,99.92,14.79,114.71
,1005,114.71,99.92,14.79,114.71
,1005.2,114.71,99.92,14.79,114.71
,1005.4,114.71,99.92,14.79,114.71
,1005.6,114.71,99.92,14.79,114.71
,1005.8,114.71,99.92,14.79,114.71
,1006,114.71,99.92,14.79,114.71
,1006.2,114.71,99.92,14.79,114.71
,1006.4,114.71,99.92,14.79,114.71
,1006.6,114.71,99.92,14.79,114.71
,1006.8,114.71,99.92,14.79,114.71
,1007,114.71,99.92,14.79,114.71
,1007.2,114.71,99.92,14.79,114.71
,1007.4,114.71,99.92,14.79,114.71
,1007.6,114.71,99.92,14.79,114.71
,1007.8,114.71,99.92,14.79,114.71
,1008,114.71,99.92,14.79,114.71
,1008.2,114.71,99.92,14.79,114.71
,1008.4,114.71,99.92,14.79,114.71
,1008.6,114.71,99.92,14.79,114.71
,1008.8,114.71,99.92,14.79,114.71
,1009,114.71,99.92,14.79,114.71
,1009.2,114.71,99.92,14.79,114.71
,1009.4,114.71,99.92,14.79,114.71
,1009.6,114.71,99.92,14.79,114.71
,1009.8,114.71,99.92,14.79,114.71
,1010,114.71,99.92,14.79,114.71
,1010.2,114.71,99.92,14.79,114.71
,1010.4,114.71,99.92,14.79,114.71
,1010.6,114.71,99.92,14.79,114.71
,1010.8,114.71,99.92,14.79,114.71
,1011,114.71,99.92,14.79,114.71
,1011.2,114.71,99.92,14.79,114.71
,1011.4,114.71,99.92,14.79,114.71
,1011.6,114.71,99.92,14.79,114.71
,1011.8,114.71,99.92,14.79,114.71
,1012,114.71,99.92,14.79,114.71
,1012.2,114.71,99.92,14.79,114.71
,1012.4,114.71,99.92,14.79,114.71
,1012.6,114.71,99.92,14.79,114.71
,1012.8,114.71,99.92,14.79,114.71
,1013,114.71,99.92,14.79,114.71
,1013.2,114.71,99.92,14.79,114.71
,1013.4,114.71,99.92,14.79,114.71
,1013.6,114.71,99.92,14.79,114.71
,1013.8,114.71,99.92,14.79,114.71
,1014,114.71,99.92,14.79,114.71
,1014.2,114.71,99.92,14.79,114.71
,1014.4,114.71,99.92,14.79,114.71
,1014.6,114.71,99.92,14.79,114.71
,1014.8,114.71,99.92,14.79,114.71
,1015,114.71,99.92,14.79,114.71
,1015.2,114.71,99.92,14.79,114.71
,1015.4,114.71,99.92,14.79,114.71
,1015.6,114.71,99.92,14.79,114.71
,1015.8,114.71,99.92,14.79,114.71
,1016,114.71,99.92,14.79,114.71
,1016.2,114.71,99.92,14.79,114.71
,1016.4,114.71,99.92,14.8,114.71
,1016.6,114.71,99.92,14.79,114.71
,1016.8,114.71,99.92,14.79,114.71
,1017,114.71,99.92,14.79,114.71
,1017.2,114.71,99.92,14.79,114.71
,1017.4,114.71,99.92,14.79,114.71
,1017.6,114.71,99.92,14.8,114.71
,1017.8,114.71,99.92,14.8,114.71
,1018,114.71,99.92,14.8,114.71
,1018.2,114.71,99.92,14.8,114.71
,1018.4,114.71,99.92,14.8,114.71
,1018.6,114.71,99.92,14.79,114.71
,1018.8,114.71,99.92,14.79,114.71
,1019,114.71,99.92,14.8,114.71
,1019.2,114.71,99.92,14.79,114.71
,1019.4,114.71,99.92,14.8,114.71
,1019.6,114.71,99.92,14.79,114.71
,1019.8,114.71,99.92,14.79,114.71
,1020,114.71,99.92,14.79,114.71
,1020.2,114.71,99.92,14.79,114.71
,1020.4,114.71,99.92,14.79,114.71
,1020.6,114.71,99.92,14.79,114.71
,1020.8,114.72,99.92,14.8,114.72
,1021,114.71,99.92,14.79,114.71
,1021.2,114.71,99.92,14.79,114.71
,1021.4,114.71,99.92,14.79,114.71
,1021.6,114.71,99.92,14.79,114.71
,1021.8,114.71,99.92,14.79,114.71
,1022,114.71,99.92,14.79,114.71
,1022.2,114.71,99.92,14.79,114.71
,1022.4,114.71,99.92,14.79,114.71
,1022.6,114.71,99.92,14.79,114.71
,1022.8,114.71,99.92,14.79,114.71
,1023,114.71,99.92,14.79,114.71
,1023.2,114.71,99.92,14.79,114.71
,1023.4,114.71,99.92,14.79,114.71
,1023.6,114.71,99.92,14.79,114.71
,1023.8,114.71,99.92,14.79,114.71
,1024,114.71,99.92,14.79,114.71
,1024.2,114.71,99.92,14.79,114.71
,1024.4,114.71,99.92,14.8,114.71
,1024.6,114.71,99.92,14.79,114.71
,1024.8,114.71,99.92,14.79,114.71
,1025,114.71,99.92,14.79,114.71
,1025.2,114.71,99.92,14.79,114.71
,1025.4,114.71,99.92,14.79,114.71
,1025.6,114.71,99.92,14.79,114.71
,1025.8,114.71,99.92,14.79,114.71
,1026,114.71,99.92,14.79,114.71
,1026.2,114.71,99.92,14.79,114.71
,1026.4,114.71,99.92,14.79,114.71
,1026.6,114.71,99.92,14.79,114.71
,1026.8,114.71,99.92,14.79,114.71
,1027,114.71,99.92,14.79,114.71
,1027.2,114.71,99.92,14.79,114.71
,1027.4,114.71,99.92,14.79,114.71
,1027.6,114.71,99.92,14.79,114.71
,1027.8,114.71,99.92,14.79,114.71
,1028,114.71,99.92,14.8,114.71
,1028.2,114.71,99.92,14.8,114.71
,1028.4,114.71,99.92,14.79,114.71
,1028.6,114.71,99.92,14.79,114.71
,1028.8,114.71,99.92,14.79,114.71
,1029,114.71,99.92,14.79,114.71
,1029.2,114.71,99.92,14.8,114.71
,1029.4,114.71,99.92,14.79,114.71
,1029.6,114.71,99.92,14.79,114.71
,1029.8,114.71,99.92,14.79,114.71
,1030,114.71,99.92,14.79,114.71
,1030.2,114.71,99.92,14.79,114.71
,1030.4,114.71,99.92,14.8,114.71
,1030.6,114.71,99.92,14.79,114.71
,1030.8,114.71,99.92,14.79,114.71
,1031,114.71,99.92,14.79,114.71
,1031.2,114.71,99.92,14.79,114.71
,1031.4,114.71,99.92,14.79,114.71
,1031.6,114.71,99.92,14.79,114.71
,1031.8,114.71,99.92,14.79,114.71
,1032,114.71,99.92,14.79,114.71
,1032.2,114.71,99.92,14.79,114.71
,1032.4,114.71,99.92,14.79,114.71
,1032.6,114.71,99.92,14.79,114.71
,1032.8,114.71,99.92,14.79,114.71
,1033,114.71,99.92,14.79,114.71
,1033.2,114.71,99.92,14.79,114.71
,1033.4,114.71,99.92,14.79,114.71
,1033.6,114.71,99.92,14.79,114.71
,1033.8,114.71,99.92,14.8,114.71
,1034,114.71,99.92,14.79,114.71
,1034.2,114.71,99.92,14.79,114.71
,1034.4,114.71,99.92,14.79,114.71
,1034.6,114.71,99.92,14.79,114.71
,1034.8,114.71,99.92,14.79,114.71
,1035,114.71,99.92,14.79,114.71
,1035.2,114.71,99.92,14.79,114.71
,1035.4,114.71,99.92,14.79,114.71
,1035.6,114.71,99.92,14.79,114.71
,1035.8,114.71,99.92,14.79,114.71
,1036,114.71,99.92,14.79,114.71
,1036.2,114.71,99.92,14.79,114.71
,1036.4,114.71,99.92,14.79,114.71
,1036.6,114.71,99.92,14.79,114.71
,1036.8,114.71,99.92,14.79,114.71
,1037,114.71,99.92,14.79,114.71
,1037.2,114.71,99.92,14.79,114.71
,1037.4,114.71,99.92,14.79,114.71
,1037.6,114.71,99.92,14.79,114.71
,1037.8,114.71,99.92,14.79,114.71
,1038,114.71,99.92,14.79,114.71
,1038.2,114.71,99.92,14.8,114.71
,1038.4,114.71,99.92,14.79,114.71
